game_id,turn,throws,human_soldiers,agent,agent_soldiers,soldier_set_match,strict_match,first_match,jaccard
AhmadG1,19,3,B4,GA-Expert,B4,1,1,1,1.0
AhmadG1,19,3,B4,GA-Original,B2,0,0,0,0.0
AhmadG1,19,3,B4,Random,B2,0,0,0,0.0
AhmadG1,21,3,B2,TLE,B2,1,1,1,1.0
AhmadG1,21,3,B2,TLA-S,B2,1,1,1,1.0
AhmadG1,21,3,B2,LOOK,B2,1,1,1,1.0
AhmadG1,21,3,B2,LOOK-no-enum,B2,1,1,1,1.0
AhmadG1,21,3,B2,LOOK-no-LA,B2,1,1,1,1.0
AhmadG1,21,3,B2,PSA,B2,1,1,1,1.0
AhmadG1,21,3,B2,GA-Expert,B2,1,1,1,1.0
AhmadG1,21,3,B2,GA-Original,B2,1,1,1,1.0
AhmadG1,21,3,B2,Random,B7,0,0,0,0.0
AhmadG1,23,3,B5,TLE,B7,0,0,0,0.0
AhmadG1,23,3,B5,TLA-S,B7,0,0,0,0.0
AhmadG1,23,3,B5,LOOK,B5,1,1,1,1.0
AhmadG1,23,3,B5,LOOK-no-enum,B5,1,1,1,1.0
AhmadG1,23,3,B5,LOOK-no-LA,B5,1,1,1,1.0
AhmadG1,23,3,B5,PSA,B7,0,0,0,0.0
AhmadG1,23,3,B5,GA-Expert,B5,1,1,1,1.0
AhmadG1,23,3,B5,GA-Original,B5,1,1,1,1.0
AhmadG1,23,3,B5,Random,B7,0,0,0,0.0
AhmadG1,25,2,B7,TLE,B7,1,1,1,1.0
AhmadG1,25,2,B7,TLA-S,B7,1,1,1,1.0
AhmadG1,25,2,B7,LOOK,B7,1,1,1,1.0
AhmadG1,25,2,B7,LOOK-no-enum,B7,1,1,1,1.0
AhmadG1,25,2,B7,LOOK-no-LA,B8,0,0,0,0.0
AhmadG1,25,2,B7,PSA,B7,1,1,1,1.0
AhmadG1,25,2,B7,GA-Expert,B8,0,0,0,0.0
AhmadG1,25,2,B7,GA-Original,B7,1,1,1,1.0
AhmadG1,25,2,B7,Random,B8,0,0,0,0.0
AhmadG1,27,3,C8,TLE,C8,1,1,1,1.0
AhmadG1,27,3,C8,TLA-S,C8,1,1,1,1.0
AhmadG1,27,3,C8,LOOK,B8,0,0,0,0.0
AhmadG1,27,3,C8,LOOK-no-enum,B8,0,0,0,0.0
AhmadG1,27,3,C8,LOOK-no-LA,B8,0,0,0,0.0
AhmadG1,27,3,C8,PSA,C8,1,1,1,1.0
AhmadG1,27,3,C8,GA-Expert,C8,1,1,1,1.0
AhmadG1,27,3,C8,GA-Original,B8,0,0,0,0.0
AhmadG1,27,3,C8,Random,B8,0,0,0,0.0
AhmadG1,29,"1,3",A3,TLE,"A3,C5",0,0,1,0.5
AhmadG1,29,"1,3",A3,TLA-S,"A3,C5",0,0,1,0.5
AhmadG1,29,"1,3",A3,LOOK,C5,0,0,0,0.0
AhmadG1,29,"1,3",A3,LOOK-no-enum,A3,1,1,1,1.0
AhmadG1,29,"1,3",A3,LOOK-no-LA,"B8,C5",0,0,0,0.0
AhmadG1,29,"1,3",A3,PSA,"A3,C5",0,0,1,0.5
AhmadG1,29,"1,3",A3,GA-Expert,C5,0,0,0,0.0
AhmadG1,29,"1,3",A3,GA-Original,"A3,B8",0,0,1,0.5
AhmadG1,29,"1,3",A3,Random,"A3,C5",0,0,1,0.5
AhmadG1,31,3,C5,TLE,C5,1,1,1,1.0
AhmadG1,31,3,C5,TLA-S,C5,1,1,1,1.0
AhmadG1,31,3,C5,LOOK,B8,0,0,0,0.0
AhmadG1,31,3,C5,LOOK-no-enum,B8,0,0,0,0.0
AhmadG1,31,3,C5,LOOK-no-LA,B8,0,0,0,0.0
AhmadG1,31,3,C5,PSA,C5,1,1,1,1.0
AhmadG1,31,3,C5,GA-Expert,C5,1,1,1,1.0
AhmadG1,31,3,C5,GA-Original,B8,0,0,0,0.0
AhmadG1,31,3,C5,Random,C5,1,1,1,1.0
AhmadG1,33,2,C2,TLE,C2,1,1,1,1.0
AhmadG1,33,2,C2,TLA-S,C2,1,1,1,1.0
AhmadG1,33,2,C2,LOOK,C2,1,1,1,1.0
AhmadG1,33,2,C2,LOOK-no-enum,C2,1,1,1,1.0
AhmadG1,33,2,C2,LOOK-no-LA,B8,0,0,0,0.0
AhmadG1,33,2,C2,PSA,B8,0,0,0,0.0
AhmadG1,33,2,C2,GA-Expert,C2,1,1,1,1.0
AhmadG1,33,2,C2,GA-Original,B8,0,0,0,0.0
AhmadG1,33,2,C2,Random,C2,1,1,1,1.0
AhmadG1,35,"6,6,6,2","B1,B8",TLE,"B1,B8",1,0,1,1.0
AhmadG1,35,"6,6,6,2","B1,B8",TLA-S,"B1,B8",1,0,1,1.0
AhmadG1,35,"6,6,6,2","B1,B8",LOOK,"B1,B8",1,0,1,1.0
AhmadG1,35,"6,6,6,2","B1,B8",LOOK-no-enum,B8,0,0,0,0.5
AhmadG1,35,"6,6,6,2","B1,B8",LOOK-no-LA,"B1,B8",1,0,1,1.0
AhmadG1,35,"6,6,6,2","B1,B8",PSA,B8,0,0,0,0.5
AhmadG1,35,"6,6,6,2","B1,B8",GA-Expert,B8,0,0,0,0.5
AhmadG1,35,"6,6,6,2","B1,B8",GA-Original,"B1,B8",1,0,1,1.0
AhmadG1,35,"6,6,6,2","B1,B8",Random,"B1,B8",1,0,1,1.0
AhmadG1,37,"4,3",B6,TLE,B6,1,1,1,1.0
AhmadG1,37,"4,3",B6,TLA-S,B6,1,1,1,1.0
AhmadG1,37,"4,3",B6,LOOK,B7,0,0,0,0.0
AhmadG1,37,"4,3",B6,LOOK-no-enum,B6,1,1,1,1.0
AhmadG1,37,"4,3",B6,LOOK-no-LA,B7,0,0,0,0.0
AhmadG1,37,"4,3",B6,PSA,B6,1,1,1,1.0
AhmadG1,37,"4,3",B6,GA-Expert,B6,1,1,1,1.0
AhmadG1,37,"4,3",B6,GA-Original,"B6,B7",0,0,1,0.5
AhmadG1,37,"4,3",B6,Random,"B6,B7",0,0,1,0.5
AhmadG1,39,"1,2","A4,C4",TLE,A4,0,0,1,0.5
AhmadG1,39,"1,2","A4,C4",TLA-S,A4,0,0,1,0.5
AhmadG1,39,"1,2","A4,C4",LOOK,"A4,C4",1,1,1,1.0
AhmadG1,39,"1,2","A4,C4",LOOK-no-enum,"A4,C4",1,1,1,1.0
AhmadG1,39,"1,2","A4,C4",LOOK-no-LA,C4,0,0,0,0.5
AhmadG1,39,"1,2","A4,C4",PSA,A4,0,0,1,0.5
AhmadG1,39,"1,2","A4,C4",GA-Expert,C4,0,0,0,0.5
AhmadG1,39,"1,2","A4,C4",GA-Original,"A4,C4",1,1,1,1.0
AhmadG1,39,"1,2","A4,C4",Random,"B7,C4",0,0,0,0.333
AhmadG1,41,"1,6,6,2","A5,B7",TLE,"A5,B7",1,0,1,1.0
AhmadG1,41,"1,6,6,2","A5,B7",TLA-S,"A5,B7,C2",0,0,1,0.667
AhmadG1,41,"1,6,6,2","A5,B7",LOOK,"B7,C2",0,0,0,0.333
AhmadG1,41,"1,6,6,2","A5,B7",LOOK-no-enum,"A5,B7,C2",0,0,1,0.667
AhmadG1,41,"1,6,6,2","A5,B7",LOOK-no-LA,"B7,C2",0,0,0,0.333
AhmadG1,41,"1,6,6,2","A5,B7",PSA,"A5,B7",1,0,1,1.0
AhmadG1,41,"1,6,6,2","A5,B7",GA-Expert,"A5,B7",1,0,1,1.0
AhmadG1,41,"1,6,6,2","A5,B7",GA-Original,"A5,B7,C2",0,0,1,0.667
AhmadG1,41,"1,6,6,2","A5,B7",Random,"A5,B7,C2",0,0,1,0.667
AhmadG1,43,3,B5,TLE,A4,0,0,0,0.0
AhmadG1,43,3,B5,TLA-S,A4,0,0,0,0.0
AhmadG1,43,3,B5,LOOK,B5,1,1,1,1.0
AhmadG1,43,3,B5,LOOK-no-enum,A4,0,0,0,0.0
AhmadG1,43,3,B5,LOOK-no-LA,B5,1,1,1,1.0
AhmadG1,43,3,B5,PSA,A4,0,0,0,0.0
AhmadG1,43,3,B5,GA-Expert,B5,1,1,1,1.0
AhmadG1,43,3,B5,GA-Original,B5,1,1,1,1.0
AhmadG1,43,3,B5,Random,A4,0,0,0,0.0
AhmadG1,45,2,A3,TLE,A4,0,0,0,0.0
AhmadG1,45,2,A3,TLA-S,A4,0,0,0,0.0
AhmadG1,45,2,A3,LOOK,A4,0,0,0,0.0
AhmadG1,45,2,A3,LOOK-no-enum,A3,1,1,1,1.0
AhmadG1,45,2,A3,LOOK-no-LA,B8,0,0,0,0.0
AhmadG1,45,2,A3,PSA,A3,1,1,1,1.0
AhmadG1,45,2,A3,GA-Expert,A4,0,0,0,0.0
AhmadG1,45,2,A3,GA-Original,A3,1,1,1,1.0
AhmadG1,45,2,A3,Random,B8,0,0,0,0.0
AhmadG1,47,3,A4,TLE,A4,1,1,1,1.0
AhmadG1,47,3,A4,TLA-S,A1,0,0,0,0.0
AhmadG1,47,3,A4,LOOK,B8,0,0,0,0.0
AhmadG1,47,3,A4,LOOK-no-enum,B8,0,0,0,0.0
AhmadG1,47,3,A4,LOOK-no-LA,B8,0,0,0,0.0
AhmadG1,47,3,A4,PSA,A1,0,0,0,0.0
AhmadG1,47,3,A4,GA-Expert,B8,0,0,0,0.0
AhmadG1,47,3,A4,GA-Original,B8,0,0,0,0.0
AhmadG1,47,3,A4,Random,B8,0,0,0,0.0
AhmadG1,49,2,A1,TLE,A1,1,1,1,1.0
AhmadG1,49,2,A1,TLA-S,A1,1,1,1,1.0
AhmadG1,49,2,A1,LOOK,A1,1,1,1,1.0
AhmadG1,49,2,A1,LOOK-no-enum,A1,1,1,1,1.0
AhmadG1,49,2,A1,LOOK-no-LA,A1,1,1,1,1.0
AhmadG1,49,2,A1,PSA,A1,1,1,1,1.0
AhmadG1,49,2,A1,GA-Expert,A1,1,1,1,1.0
AhmadG1,49,2,A1,GA-Original,A1,1,1,1,1.0
AhmadG1,49,2,A1,Random,A1,1,1,1,1.0
AhmadG1,51,3,B8,TLE,B2,0,0,0,0.0
AhmadG1,51,3,B8,TLA-S,B2,0,0,0,0.0
AhmadG1,51,3,B8,LOOK,B2,0,0,0,0.0
AhmadG1,51,3,B8,LOOK-no-enum,B2,0,0,0,0.0
AhmadG1,51,3,B8,LOOK-no-LA,B2,0,0,0,0.0
AhmadG1,51,3,B8,PSA,B2,0,0,0,0.0
AhmadG1,51,3,B8,GA-Expert,B2,0,0,0,0.0
AhmadG1,51,3,B8,GA-Original,B2,0,0,0,0.0
AhmadG1,51,3,B8,Random,B2,0,0,0,0.0
AhmadG1,53,"1,2",B2,TLE,"A6,B2",0,0,0,0.5
AhmadG1,53,"1,2",B2,TLA-S,"B2,C6",0,0,1,0.5
AhmadG1,53,"1,2",B2,LOOK,"B2,C6",0,0,1,0.5
AhmadG1,53,"1,2",B2,LOOK-no-enum,"B2,C6",0,0,1,0.5
AhmadG1,53,"1,2",B2,LOOK-no-LA,"B2,C6",0,0,1,0.5
AhmadG1,53,"1,2",B2,PSA,"A6,C6",0,0,0,0.0
AhmadG1,53,"1,2",B2,GA-Expert,"B2,C6",0,0,1,0.5
AhmadG1,53,"1,2",B2,GA-Original,"B2,C6",0,0,1,0.5
AhmadG1,53,"1,2",B2,Random,"B2,C6",0,0,1,0.5
AhmadG1,55,3,C6,TLE,C6,1,1,1,1.0
AhmadG1,55,3,C6,TLA-S,C6,1,1,1,1.0
AhmadG1,55,3,C6,LOOK,B5,0,0,0,0.0
AhmadG1,55,3,C6,LOOK-no-enum,B5,0,0,0,0.0
AhmadG1,55,3,C6,LOOK-no-LA,B4,0,0,0,0.0
AhmadG1,55,3,C6,PSA,C6,1,1,1,1.0
AhmadG1,55,3,C6,GA-Expert,B4,0,0,0,0.0
AhmadG1,55,3,C6,GA-Original,B4,0,0,0,0.0
AhmadG1,55,3,C6,Random,B4,0,0,0,0.0
AhmadG1,57,"6,3","B5,C3",TLE,B5,0,0,1,0.5
AhmadG1,57,"6,3","B5,C3",TLA-S,B5,0,0,1,0.5
AhmadG1,57,"6,3","B5,C3",LOOK,"B4,C3",0,0,0,0.333
AhmadG1,57,"6,3","B5,C3",LOOK-no-enum,"B4,C3",0,0,0,0.333
AhmadG1,57,"6,3","B5,C3",LOOK-no-LA,"B4,B5",0,0,0,0.333
AhmadG1,57,"6,3","B5,C3",PSA,B4,0,0,0,0.0
AhmadG1,57,"6,3","B5,C3",GA-Expert,"B4,B5",0,0,0,0.333
AhmadG1,57,"6,3","B5,C3",GA-Original,"B4,B5",0,0,0,0.333
AhmadG1,57,"6,3","B5,C3",Random,"B5,C3",1,1,1,1.0
AhmadG1,59,"6,3",B1,TLE,B1,1,1,1,1.0
AhmadG1,59,"6,3",B1,TLA-S,B1,1,1,1,1.0
AhmadG1,59,"6,3",B1,LOOK,B1,1,1,1,1.0
AhmadG1,59,"6,3",B1,LOOK-no-enum,B1,1,1,1,1.0
AhmadG1,59,"6,3",B1,LOOK-no-LA,B1,1,1,1,1.0
AhmadG1,59,"6,3",B1,PSA,B1,1,1,1,1.0
AhmadG1,59,"6,3",B1,GA-Expert,B1,1,1,1,1.0
AhmadG1,59,"6,3",B1,GA-Original,B1,1,1,1,1.0
AhmadG1,59,"6,3",B1,Random,B1,1,1,1,1.0
AhmadG1,61,"6,1,2",A6,TLE,C7,0,0,0,0.0
AhmadG1,61,"6,1,2",A6,TLA-S,C7,0,0,0,0.0
AhmadG1,61,"6,1,2",A6,LOOK,C7,0,0,0,0.0
AhmadG1,61,"6,1,2",A6,LOOK-no-enum,"A6,C7",0,0,1,0.5
AhmadG1,61,"6,1,2",A6,LOOK-no-LA,C7,0,0,0,0.0
AhmadG1,61,"6,1,2",A6,PSA,"A6,C7",0,0,1,0.5
AhmadG1,61,"6,1,2",A6,GA-Expert,"A6,C7",0,0,1,0.5
AhmadG1,61,"6,1,2",A6,GA-Original,"A6,C7",0,0,1,0.5
AhmadG1,61,"6,1,2",A6,Random,"A6,C7",0,0,1,0.5
AhmadG1,63,"1,4,1,3",C7,TLE,"B4,C7",0,0,0,0.5
AhmadG1,63,"1,4,1,3",C7,TLA-S,"B4,C7",0,0,0,0.5
AhmadG1,63,"1,4,1,3",C7,LOOK,"B4,C7",0,0,0,0.5
AhmadG1,63,"1,4,1,3",C7,LOOK-no-enum,C7,1,0,1,1.0
AhmadG1,63,"1,4,1,3",C7,LOOK-no-LA,"B4,C7",0,0,0,0.5
AhmadG1,63,"1,4,1,3",C7,PSA,C7,1,0,1,1.0
AhmadG1,63,"1,4,1,3",C7,GA-Expert,"B4,C7",0,0,0,0.5
AhmadG1,63,"1,4,1,3",C7,GA-Original,"A7,C7",0,0,0,0.5
AhmadG1,63,"1,4,1,3",C7,Random,"A7,C7",0,0,0,0.5
AhmadG2,3,"1,1,2","A1,A2",TLE,A1,0,0,1,0.5
AhmadG2,3,"1,1,2","A1,A2",TLA-S,A1,0,0,1,0.5
AhmadG2,3,"1,1,2","A1,A2",LOOK,A1,0,0,1,0.5
AhmadG2,3,"1,1,2","A1,A2",LOOK-no-enum,A1,0,0,1,0.5
AhmadG2,3,"1,1,2","A1,A2",LOOK-no-LA,A1,0,0,1,0.5
AhmadG2,3,"1,1,2","A1,A2",PSA,A1,0,0,1,0.5
AhmadG2,3,"1,1,2","A1,A2",GA-Expert,A1,0,0,1,0.5
AhmadG2,3,"1,1,2","A1,A2",GA-Original,A1,0,0,1,0.5
AhmadG2,3,"1,1,2","A1,A2",Random,A1,0,0,1,0.5
AhmadG2,5,2,B3,TLE,B3,1,1,1,1.0
AhmadG2,5,2,B3,TLA-S,B3,1,1,1,1.0
AhmadG2,5,2,B3,LOOK,B3,1,1,1,1.0
AhmadG2,5,2,B3,LOOK-no-enum,B3,1,1,1,1.0
AhmadG2,5,2,B3,LOOK-no-LA,B3,1,1,1,1.0
AhmadG2,5,2,B3,PSA,B3,1,1,1,1.0
AhmadG2,5,2,B3,GA-Expert,B3,1,1,1,1.0
AhmadG2,5,2,B3,GA-Original,B3,1,1,1,1.0
AhmadG2,5,2,B3,Random,A1,0,0,0,0.0
AhmadG2,7,3,B5,TLE,B5,1,1,1,1.0
AhmadG2,7,3,B5,TLA-S,B5,1,1,1,1.0
AhmadG2,7,3,B5,LOOK,B5,1,1,1,1.0
AhmadG2,7,3,B5,LOOK-no-enum,B5,1,1,1,1.0
AhmadG2,7,3,B5,LOOK-no-LA,B5,1,1,1,1.0
AhmadG2,7,3,B5,PSA,B5,1,1,1,1.0
AhmadG2,7,3,B5,GA-Expert,B5,1,1,1,1.0
AhmadG2,7,3,B5,GA-Original,B5,1,1,1,1.0
AhmadG2,7,3,B5,Random,A1,0,0,0,0.0
AhmadG2,9,"4,3","A1,B8",TLE,B8,0,0,0,0.5
AhmadG2,9,"4,3","A1,B8",TLA-S,B8,0,0,0,0.5
AhmadG2,9,"4,3","A1,B8",LOOK,B8,0,0,0,0.5
AhmadG2,9,"4,3","A1,B8",LOOK-no-enum,B8,0,0,0,0.5
AhmadG2,9,"4,3","A1,B8",LOOK-no-LA,B8,0,0,0,0.5
AhmadG2,9,"4,3","A1,B8",PSA,B8,0,0,0,0.5
AhmadG2,9,"4,3","A1,B8",GA-Expert,B8,0,0,0,0.5
AhmadG2,9,"4,3","A1,B8",GA-Original,B8,0,0,0,0.5
AhmadG2,9,"4,3","A1,B8",Random,B8,0,0,0,0.5
AhmadG2,11,"1,1,2",B4,TLE,B4,1,1,1,1.0
AhmadG2,11,"1,1,2",B4,TLA-S,B4,1,1,1,1.0
AhmadG2,11,"1,1,2",B4,LOOK,B4,1,1,1,1.0
AhmadG2,11,"1,1,2",B4,LOOK-no-enum,B4,1,1,1,1.0
AhmadG2,11,"1,1,2",B4,LOOK-no-LA,B4,1,1,1,1.0
AhmadG2,11,"1,1,2",B4,PSA,B4,1,1,1,1.0
AhmadG2,11,"1,1,2",B4,GA-Expert,B4,1,1,1,1.0
AhmadG2,11,"1,1,2",B4,GA-Original,B4,1,1,1,1.0
AhmadG2,11,"1,1,2",B4,Random,"A3,B4",0,0,0,0.5
AhmadG2,13,"1,4,1,3","A3,B8",TLE,"A3,B8",1,0,1,1.0
AhmadG2,13,"1,4,1,3","A3,B8",TLA-S,"A3,B8",1,0,1,1.0
AhmadG2,13,"1,4,1,3","A3,B8",LOOK,"A3,B8",1,0,1,1.0
AhmadG2,13,"1,4,1,3","A3,B8",LOOK-no-enum,"A3,B8",1,1,1,1.0
AhmadG2,13,"1,4,1,3","A3,B8",LOOK-no-LA,"A3,B8",1,0,1,1.0
AhmadG2,13,"1,4,1,3","A3,B8",PSA,"A3,B8",1,0,1,1.0
AhmadG2,13,"1,4,1,3","A3,B8",GA-Expert,"A3,B8",1,1,1,1.0
AhmadG2,13,"1,4,1,3","A3,B8",GA-Original,"A3,B8",1,1,1,1.0
AhmadG2,13,"1,4,1,3","A3,B8",Random,"A3,B8",1,0,1,1.0
AhmadG2,15,"1,1,4,3","A4,A5,C1",TLE,"A4,C1",0,0,1,0.667
AhmadG2,15,"1,1,4,3","A4,A5,C1",TLA-S,"A4,C1",0,0,1,0.667
AhmadG2,15,"1,1,4,3","A4,A5,C1",LOOK,"A4,C1",0,0,1,0.667
AhmadG2,15,"1,1,4,3","A4,A5,C1",LOOK-no-enum,"A2,A4,C1",0,0,0,0.5
AhmadG2,15,"1,1,4,3","A4,A5,C1",LOOK-no-LA,C1,0,0,0,0.333
AhmadG2,15,"1,1,4,3","A4,A5,C1",PSA,"A4,C1",0,0,1,0.667
AhmadG2,15,"1,1,4,3","A4,A5,C1",GA-Expert,"A2,A4",0,0,0,0.25
AhmadG2,15,"1,1,4,3","A4,A5,C1",GA-Original,"A2,C1",0,0,0,0.25
AhmadG2,15,"1,1,4,3","A4,A5,C1",Random,"A2,A4,C1",0,0,0,0.5
AhmadG2,17,3,A4,TLE,A4,1,1,1,1.0
AhmadG2,17,3,A4,TLA-S,A4,1,1,1,1.0
AhmadG2,17,3,A4,LOOK,A4,1,1,1,1.0
AhmadG2,17,3,A4,LOOK-no-enum,A4,1,1,1,1.0
AhmadG2,17,3,A4,LOOK-no-LA,B7,0,0,0,0.0
AhmadG2,17,3,A4,PSA,A4,1,1,1,1.0
AhmadG2,17,3,A4,GA-Expert,A3,0,0,0,0.0
AhmadG2,17,3,A4,GA-Original,A4,1,1,1,1.0
AhmadG2,17,3,A4,Random,A4,1,1,1,1.0
AhmadG2,19,"1,2",A6,TLE,A6,1,1,1,1.0
AhmadG2,19,"1,2",A6,TLA-S,A6,1,1,1,1.0
AhmadG2,19,"1,2",A6,LOOK,"A6,B7",0,0,1,0.5
AhmadG2,19,"1,2",A6,LOOK-no-enum,A6,1,1,1,1.0
AhmadG2,19,"1,2",A6,LOOK-no-LA,B7,0,0,0,0.0
AhmadG2,19,"1,2",A6,PSA,A6,1,1,1,1.0
AhmadG2,19,"1,2",A6,GA-Expert,A6,1,1,1,1.0
AhmadG2,19,"1,2",A6,GA-Original,"A6,B7",0,0,1,0.5
AhmadG2,19,"1,2",A6,Random,B7,0,0,0,0.0
AhmadG2,21,3,A1,TLE,A1,1,1,1,1.0
AhmadG2,21,3,A1,TLA-S,A1,1,1,1,1.0
AhmadG2,21,3,A1,LOOK,B7,0,0,0,0.0
AhmadG2,21,3,A1,LOOK-no-enum,B7,0,0,0,0.0
AhmadG2,21,3,A1,LOOK-no-LA,B7,0,0,0,0.0
AhmadG2,21,3,A1,PSA,B7,0,0,0,0.0
AhmadG2,21,3,A1,GA-Expert,B7,0,0,0,0.0
AhmadG2,21,3,A1,GA-Original,B7,0,0,0,0.0
AhmadG2,21,3,A1,Random,A2,0,0,0,0.0
AhmadG2,23,3,B3,TLE,B3,1,1,1,1.0
AhmadG2,23,3,B3,TLA-S,B3,1,1,1,1.0
AhmadG2,23,3,B3,LOOK,B3,1,1,1,1.0
AhmadG2,23,3,B3,LOOK-no-enum,B3,1,1,1,1.0
AhmadG2,23,3,B3,LOOK-no-LA,B3,1,1,1,1.0
AhmadG2,23,3,B3,PSA,B3,1,1,1,1.0
AhmadG2,23,3,B3,GA-Expert,B3,1,1,1,1.0
AhmadG2,23,3,B3,GA-Original,B3,1,1,1,1.0
AhmadG2,23,3,B3,Random,A2,0,0,0,0.0
AhmadG2,25,"1,2",B7,TLE,"A7,B7",0,0,0,0.5
AhmadG2,25,"1,2",B7,TLA-S,"A7,B7",0,0,0,0.5
AhmadG2,25,"1,2",B7,LOOK,"A2,A3",0,0,0,0.0
AhmadG2,25,"1,2",B7,LOOK-no-enum,"A2,A3",0,0,0,0.0
AhmadG2,25,"1,2",B7,LOOK-no-LA,B7,1,1,1,1.0
AhmadG2,25,"1,2",B7,PSA,"A7,B7",0,0,0,0.5
